

initial pressure (atm) = 100.000000
final pressure (atm) = 200.000000
number of pressure increments = 10.000000

a = 3.592000
b = 0.042670

gas type = c
maximum number of iterations = 200.000000
convergence criteria = 0.000001


Temperature (K)		Pressure (atm)		Molal Volume,		Number Iterations		Molal Volume,
						 L/mol (vdW)						 L/mol (IGL)
  300.000000		  100.000000		   0.079511		   10.000000			  0.246162
  300.000000		  110.000000		   0.077238		    7.000000			  0.223784
  300.000000		  120.000000		   0.075445		    5.000000			  0.205135
  300.000000		  130.000000		   0.073967		    5.000000			  0.189355
  300.000000		  140.000000		   0.072711		    6.000000			  0.175830
  300.000000		  150.000000		   0.071623		    7.000000			  0.164108
  300.000000		  160.000000		   0.070663		    7.000000			  0.153851
  300.000000		  170.000000		   0.069806		    7.000000			  0.144801
  300.000000		  180.000000		   0.069033		    7.000000			  0.136757
  300.000000		  190.000000		   0.068329		    7.000000			  0.129559
  300.000000		  200.000000		   0.067685		    7.000000			  0.123081
